"","us-bibliographic-data-grant.publication-reference1","us-bibliographic-data-grant.publication-reference2","us-bibliographic-data-grant.publication-reference3","us-bibliographic-data-grant.publication-reference4","us-bibliographic-data-grant.application-reference1","us-bibliographic-data-grant.application-reference2","us-bibliographic-data-grant.application-reference3","us-bibliographic-data-grant.application-reference..attrs.appl-type","us-bibliographic-data-grant.us-application-series-code","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","us-bibliographic-data-grant.invention-title.text","us-bibliographic-data-grant.invention-title..attrs.id","us-bibliographic-data-grant.number-of-claims","us-bibliographic-data-grant.us-exemplary-claim","us-bibliographic-data-grant.us-parties.us-applicants.address.city","us-bibliographic-data-grant.us-parties.us-applicants.address.country","us-bibliographic-data-grant.us-parties.us-applicants.country","us-bibliographic-data-grant.us-parties.us-applicants.sequence","us-bibliographic-data-grant.us-parties.us-applicants.app-type","us-bibliographic-data-grant.us-parties.us-applicants.designation","us-bibliographic-data-grant.us-parties.inventors1","us-bibliographic-data-grant.us-parties.inventors2","us-bibliographic-data-grant.us-parties.inventors.city","us-bibliographic-data-grant.us-parties.inventors.country","us-bibliographic-data-grant.us-parties.inventors.sequence","us-bibliographic-data-grant.us-parties.inventors.designation","NA","NA","NA","NA","NA","NA","NA","description..attrs.id","us-claim-statement","claims..attrs.id",".attrs.lang",".attrs.dtd-version",".attrs.file",".attrs.status",".attrs.id",".attrs.country",".attrs.date-produced",".attrs.date-publ"
"xml","US","D0786697","S1","20170516","US","29548779","20151216","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flexible jug","d2e53","1","1","Telford","US","US","001","applicant","us-only","Dytchkowskyj","David Zenon","Hubertus","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786697-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786698","S1","20170516","US","29558882","20160322","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Segmented snack bag","d2e53","1","1","Plantersville","US","US","001","applicant","us-only","Shoemaker","Ray","Plantersville","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786698-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786699","S1","20170516","US","29554802","20160216","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Packaging for confectionery","d2e53","1","1","Gatchina","RU","RU","001","applicant","us-only","Shipulin","Mikhail","Gatchina","RU","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786699-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786700","S1","20170516","US","29564071","20160510","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cosmetic container","d2e53","1","1","Parker","US","US","001","applicant","us-only","Schlatter","Gary","Parker","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786700-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786701","S1","20170516","US","29509558","20141119","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pharmaceutical package","d2e53","1","1","Skillman","US","US","001","applicant","us-only","Sowden","Harry S.","Glenside","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786701-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786702","S1","20170516","US","29513420","20141230","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stackable bottle carrier with raised handle","d2e53","1","1","Eugene","US","US","001","applicant","us-only","Borg","Zakary James","Eugene","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786702-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786703","S1","20170516","US","29542009","20151009","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beverage can","d2e53","1","1","Alsip","US","US","001","applicant","us-only","Chapman","Adrian Roy","Swindon","GB","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786703-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786704","S1","20170516","US","29530530","20150617","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Watch","d2e71","1","1","La Chaux-de-Fonds","CH","CH","001","applicant","us-only","Behling","Christoph","London","GB","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786704-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786705","S1","20170516","US","29549796","20151228","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Watch","d2e53","1","1","Encinitas","US","US","001","applicant","us-only","Babcock","Joseph","Encinitas","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786705-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786706","S1","20170516","US","29555024","20160217","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Watch with display","d2e53","1","1","Schaffhausen","CH","CH","001","applicant","us-only","Connor","Stephen W.","Overland Park","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786706-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786707","S1","20170516","US","29552000","20160119","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wavelength scanning apparatus","d2e53","1","1","Lincoln","US","US","001","applicant","us-only","Oommen","Abraham","Omaha","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786707-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786708","S1","20170516","US","29540533","20150925","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Portion control device","d2e53","1","1","Sioux Falls","US","US","001","applicant","us-only","Maguire","Aaron John","Sioux Falls","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786708-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786709","S1","20170516","US","29560290","20160405","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Closed-system fluid measuring and dispensing device","d2e53","1","1","Hollywood","US","US","001","applicant","us-only","Pagliarulo","Gregg","Hollywood","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786709-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786710","S1","20170516","US","29571594","20160720","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperature display device","d2e53","1","1","Palatine","US","US","001","applicant","us-only","Repp","Timothy C.","Barkhamsted","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786710-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786711","S1","20170516","US","29571596","20160720","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperature display device","d2e53","1","1","Palatine","US","US","001","applicant","us-only","Repp","Timothy C.","Barkhamsted","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786711-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786712","S1","20170516","US","29571598","20160720","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperature display device","d2e53","1","1","Palatine","US","US","001","applicant","us-only","Repp","Timothy C.","Barkhamsted","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786712-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786713","S1","20170516","US","29571599","20160720","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperature display device","d2e53","1","1","Palatine","US","US","001","applicant","us-only","Repp","Timothy C.","Barkhamsted","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786713-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786714","S1","20170516","US","29571600","20160720","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperature display device","d2e53","1","1","Palatine","US","US","001","applicant","us-only","Repp","Timothy C.","Barkhamsted","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786714-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786715","S1","20170516","US","29560933","20160412","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperature display device support","d2e53","1","1","Palatine","US","US","001","applicant","us-only","Repp","Timothy C.","Barkhamsted","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786715-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786716","S1","20170516","US","29569179","20160624","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thermometer","d2e53","1","1","Chicago","US","US","001","applicant","us-only","Stanton","Jacob Alan","Chicago","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786716-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786717","S1","20170516","US","29546869","20151126","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geodetic instrument","d2e53","1","1","Danderyd","SE","SE","001","applicant","us-only","Grieves","Robin","Stockholm","SE","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786717-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786718","S1","20170516","US","29547846","20151208","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Level","d2e53","1","1","Brookfield","US","US","001","applicant","us-only","Burge","Joseph William","Milwaukee","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786718-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786719","S1","20170516","US","29526122","20150506","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Calibrator","d2e71","1","1","Klingenberg","DE","DE","001","applicant","us-only","Woerner","Marco","Klingenberg","DE","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786719-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786720","S1","20170516","US","29546232","20151120","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Electrical measuring device","d2e253","1","1","Blomberg","DE","DE","001","applicant","us-only","Lockstedt","Kay","Blomberg","DE","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786720-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786721","S1","20170516","US","29542619","20151015","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Light chamber of a gas sensor","d2e53","1","1","Hsinchu","TW","TW","001","applicant","us-only","Wang","Chien-Hsun","Hsinchu","TW","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786721-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786722","S1","20170516","US","29544699","20151209","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explosive detection package","d2e53","1","1","Andover","US","US","001","applicant","us-only","Applegate","Christopher D.","Andover","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786722-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786723","S1","20170516","US","29503632","20140929","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Housing cover","d2e53","1","1","Ingelfingen","DE","DE","001","applicant","us-only","Christie","Christopher","Kunzelsau","DE","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786723-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786724","S1","20170516","US","29537352","20150825","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Proximity alert device","d2e53","1","1","Lincolnton","US","US","001","applicant","us-only","Seagle, Jr.","David Tom","Lincolnton","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786724-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786725","S1","20170516","US","29560389","20160406","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alarm housing","d2e53","1","1","Morristown","US","US","001","applicant","us-only","McCormick","Matthew","South Elgin","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786725-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786726","S1","20170516","US","29564019","20160510","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sign warning against texting","d2e53","1","1","Woodland Hills","US","US","001","applicant","us-only","Thompson","Demetrius","Woodland Hills","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786726-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786727","S1","20170516","US","29540481","20150924","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tidal clock","d2e53","1","1","London","GB","GB","001","applicant","us-only","Leigh-Bramwell","Rob","London","GB","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786727-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786728","S1","20170516","US","29540484","20150924","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Barometric clock","d2e53","1","1","London","GB","GB","001","applicant","us-only","Leigh-Bramwell","Rob","London","GB","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786728-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786729","S1","20170516","US","29540564","20150925","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tidal clock","d2e53","1","1","London","GB","GB","001","applicant","us-only","Leigh-Bramwell","Rob","London","GB","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786729-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786730","S1","20170516","US","29557929","20160314","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jewelry ring","d2e53","1","1","Brookfield","US","US","001","applicant","us-only","Krainz","Roland","Brookfield","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786730-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786731","S1","20170516","US","29557931","20160314","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jewelry ring","d2e53","1","1","Brookfield","US","US","001","applicant","us-only","Krainz","Roland","Brookfield","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786731-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786732","S1","20170516","US","29557932","20160314","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jewelry ring","d2e53","1","1","Brookfield","US","US","001","applicant","us-only","Krainz","Roland","Brookfield","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786732-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786733","S1","20170516","US","29544167","20151030","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Precious stone","d2e71","1","1","Florence","IT","IT","001","applicant","us-only","Nasrollahi","Bobak Moghaddam","Florence","IT","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786733-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786734","S1","20170516","US","29559853","20160331","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flamingo novelty","d2e53","1","1","Chatsworth","US","US","001","applicant","us-only","Weiser","Michael","Calabasas","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786734-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786735","S1","20170516","US","29546770","20151125","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belt adjusting device","d2e71","1","1","Yokosuka-shi, Kanagawa","JP","JP","001","applicant","us-only","Koreishi","Namiko","Yokosuka","JP","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786735-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786736","S1","20170516","US","29535707","20150810","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bus","d2e71","1","1","Saint-Brethevin","FR","FR","001","applicant","us-only","Besson","Patrice","Chapponnay","FR","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786736-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786737","S1","20170516","US","29521239","20150320","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motorcycle engine upper structure","d2e71","1","1","Hyogo","JP","JP","001","applicant","us-only","Kobayashi","Mitsuru","Kobe","JP","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786737-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786738","S1","20170516","US","29553937","20160205","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bicycle warning sign","d2e53","1","1","Boca Raton","US","US","001","applicant","us-only","Bloch","Janel","Boca Raton","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786738-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786739","S1","20170516","US","29548776","20151216","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Motorcycle","d2e71","1","1","Tokyo","JP","JP","001","applicant","us-only","Fujimoto","Yukitou","Wako","JP","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786739-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786740","S1","20170516","US","29555849","20160225","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Electric wheelchair","d2e71","1","1","Tokyo","JP","JP","001","applicant","us-only","Abe","Mitsuhiro","Wako","JP","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786740-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786741","S1","20170516","US","29545846","20151116","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lateral stability wheel","d2e53","1","1","Saginaw","US","US","001","applicant","us-only","Bussinger","Allen","Saginaw","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786741-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786742","S1","20170516","US","29543964","20151029","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Truck vehicle grille","d2e53","1","1","Lisle","US","US","001","applicant","us-only","Ito","Chris","Suger Grove","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786742-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786743","S1","20170516","US","29549380","20151222","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vehicle lower grille","d2e53","1","1","Detroit","US","US","001","applicant","us-only","Smith","Brian J.","Farmington Hills","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786743-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786744","S1","20170516","US","29561847","20160420","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Automobile grille or representation thereof","d2e126","1","1","Warwickshire","GB","GB","001","applicant","us-only","Nurnberger","Miles","Warwickshire","GB","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786744-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786745","S1","20170516","US","29551138","20160111","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Automobile front-bumper","d2e71","1","1","Chengdu","CN","CN","001","applicant","us-only","Zeng","Cheng","Chengdu","CN","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786745-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786746","S1","20170516","US","29527446","20150519","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rear bumper","d2e90","1","1","Whitley, Coventry","GB","GB","001","applicant","us-only","Wheel","Andrew","Coventry","GB","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786746-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786747","S1","20170516","US","29555913","20160225","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Front bumper for a vehicle","d2e71","1","1","Whitley, Coventry","GB","GB","001","applicant","us-only","Woolley","Richard","Coventry","GB","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786747-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786748","S1","20170516","US","29555972","20160226","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Front bumper for a vehicle","d2e71","1","1","Stuttgart","DE","DE","001","applicant","us-only","Hellwig","Volker","Stuttgart","DE","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786748-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786749","S1","20170516","US","29555996","20160226","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Front bumper for automobile","d2e71","1","1","Yokohama, Kanagawa","JP","JP","001","applicant","us-only","Oohashi","Genta","Kanagawa","JP","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786749-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786750","S1","20170516","US","29547099","20151201","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vehicle hood","d2e53","1","1","Detroit","US","US","001","applicant","us-only","Lee","Hwasup","Rochester Hills","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786750-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786751","S1","20170516","US","29538120","20150901","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vehicle brake friction pad","d2e53","1","1","Southfield","US","US","001","applicant","us-only","Buxton","Carl Richard","Cookeville","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786751-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786752","S1","20170516","US","29538122","20150901","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vehicle brake friction pad","d2e53","1","1","Southfield","US","US","001","applicant","us-only","Buxton","Carl Richard","Cookeville","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786752-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786753","S1","20170516","US","29540113","20150921","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quarter fender","d2e53","1","1","Flower Mound","US","US","001","applicant","us-only","Conway","Scott M.","Flower Mound","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786753-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786754","S1","20170516","US","29540125","20150921","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quarter fender","d2e53","1","1","Flower Mound","US","US","001","applicant","us-only","Conway","Scott M.","Flower Mound","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786754-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786755","S1","20170516","US","29523325","20150408","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mirror assembly","d2e53","1","1","Zeeland","US","US","001","applicant","us-only","Sloterbeek","Eric S.","Hudsonville","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786755-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
